focus,fatigue,stress
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.9869389079074237,0.019960962312889276,0.5061941485705485
0.9947121761216478,0.020533105630017687,0.5077117379544137
0.9977372120649902,0.020783058620884132,0.5082845305672937
0.9964931375371351,0.02070721646970356,0.507844384664765
1.0,0.020984959152920087,0.5084636419081467
0.9979644085312934,0.020842815713853928,0.5078310338595023
0.9966954119420838,0.020752043103161324,0.5074239539298641
0.9957905865594906,0.020686636408924187,0.5071427256770743
0.995001098158515,0.02063260383393135,0.5068300105788981
0.9951444483098737,0.020636785949066254,0.5068953768871014
0.9944174582565587,0.020589434181812555,0.5066401324596076
0.9942284176593839,0.02057317725585644,0.5065721821245794
0.9940038293157815,0.020556633883658096,0.5064956183668009
0.9942643517943609,0.02057097382322473,0.5066371656139936
0.9940423715734582,0.020557484408653903,0.5065939549431977
0.9936668019046712,0.020533850390247126,0.5064057038037599
0.9939049138474586,0.020546943186944222,0.5065029397761386
0.9931814978882152,0.02050104127836214,0.5061599341412912
0.9938353639087942,0.02053931049630831,0.5064130730654459
0.9939754297574936,0.020547383873470614,0.5065712250776071
0.993952246444605,0.020548111006238993,0.5065958211847933
0.9938562288903943,0.020543730582167286,0.5065601233327292
0.9939705999006412,0.020551931758422275,0.5066056787686075
0.9939691509435864,0.020551773111272733,0.5066231927281992
0.9939041410703632,0.020547978800281162,0.5066074493055059
0.9939826745427714,0.020554196887167572,0.5066281215201063
0.9939894363423627,0.020554963681723347,0.5066294135335186
0.9941846591563077,0.02057029957283953,0.5066761652781121
0.9942856997616452,0.02057762818977227,0.5067025797745457
0.9943014450949815,0.020578399391193308,0.5067100925932776
0.9943129401542881,0.020579465852587096,0.5067122938013137
0.994443346289284,0.02058771991122515,0.5067504799755056
0.9824069566263586,0.01958902729153598,0.5046620599250533
0.9617718762132564,0.017947271672036903,0.49943409513454845
0.9531105905182821,0.017254459570270157,0.4956754845605083
0.9310999668738238,0.015496270163650594,0.4936353953821537
0.9186691711003896,0.014676914925849546,0.4928326722341955
0.8466847913887325,0.010430891430973446,0.4834550474767973
0.8337154665763371,0.009510953900403872,0.4828466527165504
0.794676699615608,0.007295243742153264,0.4705545328146194
0.740069661870597,0.004001111957870775,0.458564217675381
0.7310771445927353,0.003882664233324977,0.4651038153413277
0.67872845131443,0.0002079908198298049,0.4632302523361412
0.6933913171332976,0.003103354180171087,0.4851889773287356
0.6615635747506902,0.0,0.49514906087343313
0.6779655754247078,0.00016535439840784417,0.4930016388771429
0.6514089939143138,0.002726311601977584,0.5525512069926494
0.6064017313491261,0.0053702853333764755,0.6560304752945889
0.16192806895398254,0.05151244298899002,0.8689679235957342
0.07719568054551573,0.09949535267193022,0.5823239333994121
0.07487736133135321,0.11307061297807988,0.5576569090324519
0.09708332853617853,0.06318261544183482,0.7049664403404103
0.07057729147773813,0.12674222498634524,0.5601342251200699
0.08453197953572733,0.08106973780989346,0.6745381846100182
0.06269455455797031,0.1646092547810599,0.5237604107793947
0.0004939373855788607,0.9559378342731245,0.035582115177528635
0.03822090918807181,0.46137769739870976,0.36824932188586307
0.02933355600583421,0.6350100220268787,0.2736950669019798
0.05929824751843932,0.19655277019097975,0.539811476221806
0.04261843951563386,0.5062097601145368,0.3543534305202171
0.014891432757052302,0.9058867739084085,0.06738211829630547
0.022734546738673183,0.7894516823558488,0.14828006666095347
0.031128789648318285,0.6436788548235316,0.24479717713253268
0.06395450724022494,0.1534943120964631,0.5162418019132049
0.06271329440255477,0.28818253380465586,0.45830830331500666
0.08453808930464528,0.06772828814715115,0.6476609081130409
0.1307142979743609,0.055224301531576495,0.812221067538404
0.08499330331291573,0.08928493671007744,0.6377887771850911
0.6117519569780018,0.011631462548372365,0.6824758364929987
0.16262728733040063,0.08279388858921966,0.8478387190663204
0.04239685775792068,0.3067644161089275,0.41038527678459386
0.0001618364284579142,0.967698030169567,0.02293373454018479
0.04036598143696448,0.4487516406153431,0.3645945509083102
0.04779172937606974,0.25105895980731313,0.4687163805474055
0.003138259862588144,0.955332507260564,0.034071225122468865
0.03632813658646871,0.5178999397356768,0.3383175821246641
0.034026196624354875,0.5508437606779722,0.314733647816177
0.04212906634477977,0.5188236892046991,0.3339211475959815
0.0,1.0,0.0
0.01337071006605437,0.9533757180639906,0.033177749995368745
0.026496123777253116,0.9001065884094358,0.0694379150080919
0.06760422479412054,0.611402973635457,0.26626871736391317
0.07063573274564289,0.26484733611759376,0.49834803823046137
0.07356204641493638,0.09496085577692163,0.6132782778504391
0.19592924691984578,0.04110231670713709,1.0
0.6789905193472026,0.0008304340970729523,0.5772231601515164
